0
23 86 32 98 41 65 17 89 69 39 | 69 04 80 41 89 43 86 44 16 40 99 08 77 32 39 51 19 36 73 56 90 83 05 17 76
80 15 87 14 09 27 40 44 60 08 | 33 27 15 67 34 08 14 58 37 80 40 73 38 87 84 55 94 60 09 35 42 46 04 79 44
94 32 34 99 60 33 11 03 30 96 | 72 27 32 33 56 11 97 61 94 96 26 93 30 41 83 17 03 60 34 02 47 99 40 24 90
53 60 74 44 36 88 64 45 08 34 | 89 84 68 79 30 67 75 76 21 53 26 72 51 85 18 44 07 25 60 74 64 17 37 88 86
90 69 91 01 43 26 77 19 61 65 | 65 34 92 13 48 46 69 19 44 77 99 11 63 91 76 61 73 53 01 81 23 12 40 26 43
22 94 42 24 28 37 61 88 86 12 | 05 31 03 34 56 82 70 68 39 91 53 22 16 81 71 54 99 41 44 90 24 37 12 27 61
93 57 50 09 14 42 66 23 21 01 | 21 33 48 18 71 01 27 54 11 77 74 22 92 41 34 14 98 36 61 70 89 80 82 10 55
21 12 01 93 98 69 91 08 04 89 | 80 07 01 68 92 32 83 21 76 20 63 33 28 73 43 12 56 05 15 40 89 52 16 22 09
22 52 94 09 63 10 16 01 82 04 | 43 47 48 81 24 35 09 16 94 44 85 18 13 64 49 82 52 77 10 21 41 12 74 79 39
71 92 42 84 19 43 13 54 01 88 | 73 23 32 18 52 38 35 81 45 96 92 15 57 19 55 43 51 12 07 88 62 69 71 05 53
13 52 23 69 26 92 37 47 99 54 | 38 64 66 22 26 99 93 23 86 09 29 98 57 48 51 79 50 42 90 60 87 13 25 05 04
62 08 38 58 06 99 10 14 72 94 | 29 56 27 53 61 77 95 39 24 46 19 40 30 31 09 93 78 91 79 25 20 04 12 67 87
34 57 49 06 78 13 53 81 75 98 | 41 58 21 56 64 07 97 11 80 04 83 12 44 51 62 26 05 22 46 45 27 95 10 16 43
86 27 78 51 67 90 10 44 85 87 | 13 66 32 54 65 92 91 55 53 47 05 11 64 49 18 10 08 16 23 09 12 29 50 70 61
26 62 95 72 31 98 50 09 25 44 | 56 94 02 53 11 51 22 66 12 45 36 17 37 14 78 48 04 29 64 76 39 65 01 15 24
47 54 93 76 68 98 64 15 53 22 | 70 19 86 07 44 45 05 39 30 38 06 83 33 15 03 51 49 29 98 37 56 21 78 60 90
46 53 15 99 29 07 10 34 79 12 | 46 56 94 40 66 26 33 99 39 28 12 67 53 74 11 22 92 34 29 79 07 32 98 15 10
44 03 92 07 24 33 23 31 10 12 | 23 01 96 92 72 33 86 04 80 68 25 12 40 45 17 29 94 36 81 44 61 83 10 24 19
21 95 89 20 07 16 23 73 58 86 | 84 47 11 18 96 90 73 02 38 51 29 30 58 99 76 86 21 01 37 68 16 32 39 22 35
15 42 28 50 91 52 73 79 70 45 | 98 70 45 19 04 46 86 11 68 96 41 58 39 07 64 15 50 89 28 72 47 17 40 27 79
91 48 16 01 24 03 75 60 41 86 | 98 52 55 23 66 14 92 50 74 75 03 01 58 91 13 97 90 73 78 62 48 79 65 77 87
74 29 43 82 93 73 58 98 03 08 | 32 63 13 60 49 73 18 74 65 78 97 92 29 23 43 05 72 35 48 99 03 15 93 52 64
35 33 72 82 59 08 27 67 19 31 | 35 36 80 07 63 62 33 44 55 31 08 75 01 64 95 27 47 79 40 14 72 19 42 69 91
96 20 45 65 51 91 49 30 79 78 | 58 73 89 36 32 69 81 37 20 60 42 76 29 25 75 65 30 86 19 26 66 34 31 99 08
13 59 90 05 63 29 14 32 77 53 | 56 66 32 77 16 85 47 73 55 86 01 90 69 97 04 78 76 59 49 08 48 37 63 50 72
09 31 29 05 50 37 71 94 78 53 | 28 80 53 55 39 58 42 86 57 81 83 64 95 43 69 51 65 20 75 13 30 70 50 63 05
86 87 49 67 68 46 45 60 23 12 | 35 93 94 06 55 49 40 28 38 62 63 32 52 36 69 17 81 73 16 07 56 89 21 20 86
80 81 75 68 33 79 94 53 08 25 | 09 47 95 99 85 48 62 17 44 77 31 12 01 70 86 34 75 83 68 87 88 96 78 04 18
62 64 51 12 54 02 85 81 22 28 | 98 14 10 71 02 61 29 82 39 55 17 76 31 18 86 97 60 87 93 26 69 33 21 13 06
96 50 88 05 16 85 07 27 51 58 | 94 80 41 53 93 20 83 45 61 40 72 95 97 39 26 32 91 70 99 03 48 62 64 79 86
01 73 41 87 54 57 20 07 98 85 | 21 16 15 66 23 75 86 46 11 90 36 96 34 78 58 33 88 56 93 74 08 64 30 28 05
91 50 88 04 58 31 20 06 24 44 | 10 61 50 55 62 47 75 78 80 88 93 04 41 59 95 91 58 31 24 70 22 20 06 12 44
22 28 36 88 75 82 04 99 90 55 | 14 33 24 75 43 04 41 88 16 15 77 36 99 22 52 82 61 55 28 27 89 97 51 32 90
96 03 13 91 24 65 77 01 44 43 | 13 43 24 56 06 03 77 65 61 05 41 73 44 60 21 96 74 72 19 16 01 52 37 91 46
71 29 61 75 72 55 16 26 06 62 | 15 65 38 71 16 10 75 50 06 92 04 26 79 29 94 46 62 63 45 61 51 86 74 55 72
34 57 14 90 99 97 44 31 73 64 | 38 47 54 86 50 04 46 48 14 43 16 15 82 27 51 08 33 59 17 55 84 57 44 19 12
77 46 25 67 61 05 37 49 50 24 | 77 89 05 04 61 43 50 76 55 78 46 06 42 66 25 52 49 07 85 95 37 24 48 23 67
66 30 35 68 10 67 18 14 52 59 | 06 37 16 61 95 66 91 54 79 50 97 21 02 33 74 29 80 77 01 59 41 31 10 13 09
29 39 48 07 02 90 47 93 88 46 | 57 90 50 84 74 52 07 27 93 96 54 78 48 39 29 46 40 88 47 13 02 89 70 25 86
91 93 84 76 07 01 96 60 98 67 | 98 88 10 21 91 27 93 44 01 67 79 07 58 87 47 30 76 96 20 60 02 84 41 73 54
73 01 14 37 79 63 97 75 02 60 | 80 03 56 45 43 23 01 95 72 13 49 27 09 78 55 15 74 40 75 94 86 63 76 32 52
76 35 41 04 25 97 62 99 77 98 | 93 35 81 77 37 76 88 98 53 38 04 48 25 23 84 97 02 49 46 99 42 01 41 95 62
03 15 12 58 57 04 43 44 10 55 | 78 55 51 54 04 44 42 35 69 03 79 25 57 10 77 34 30 38 12 58 43 93 14 86 15
04 99 45 58 49 30 59 21 25 13 | 73 43 99 85 74 13 30 58 45 31 21 52 25 49 29 04 06 62 19 92 39 16 18 89 59
81 84 06 57 01 69 03 68 13 49 | 20 25 40 92 84 38 83 53 94 66 49 52 17 72 56 08 33 43 22 81 64 47 28 36 05
68 97 58 96 34 66 61 81 56 90 | 25 28 51 34 59 40 64 96 97 48 30 90 63 37 89 74 16 87 81 05 01 54 66 57 62
10 53 16 70 72 21 34 04 65 54 | 98 21 63 53 55 75 72 93 07 24 15 25 92 61 67 86 70 10 12 34 65 54 03 05 36
77 45 87 88 72 16 51 26 99 23 | 42 36 65 78 52 92 02 44 09 83 58 37 20 99 57 94 03 66 22 93 86 43 01 17 75
86 29 02 71 17 60 43 08 11 81 | 92 35 45 12 38 47 22 09 13 11 48 58 63 68 20 96 46 94 85 42 66 25 83 26 57
41 71 40 45 04 50 15 94 69 75 | 99 37 47 74 95 19 05 54 20 36 63 23 04 38 28 44 03 83 80 67 93 49 84 06 40
16 14 18 42 90 63 96 37 41 76 | 52 22 37 10 25 99 76 73 93 89 01 79 23 85 06 64 16 97 39 55 96 18 77 69 92
32 69 95 78 91 75 76 45 43 79 | 08 89 34 49 55 71 03 23 83 02 61 68 31 35 46 87 42 13 45 18 25 47 28 39 86
24 37 74 59 60 94 39 40 63 45 | 23 52 08 85 53 70 18 11 46 30 06 83 90 26 24 34 55 71 82 97 37 31 38 68 05
98 05 72 42 44 82 65 57 81 54 | 61 95 32 06 37 43 33 35 49 85 10 17 52 71 68 20 83 58 77 36 69 50 96 38 23
27 84 51 44 31 19 34 98 77 18 | 44 43 39 05 30 48 74 88 23 22 06 35 59 02 20 92 79 89 72 58 80 11 52 10 57
82 38 31 07 27 06 19 20 03 94 | 75 77 95 65 69 15 52 16 34 32 66 09 28 12 22 73 44 61 70 30 88 72 71 45 18
16 59 11 08 88 09 48 01 68 90 | 44 12 18 99 73 27 91 82 29 20 63 01 84 57 87 86 03 54 42 85 78 98 51 60 36
84 77 29 61 67 60 23 89 19 87 | 48 01 84 07 87 15 32 81 25 67 38 29 23 45 09 89 61 88 55 19 50 58 03 56 64
51 04 13 59 15 92 17 65 26 84 | 03 29 85 04 58 66 51 31 02 55 65 54 13 16 24 92 38 26 59 90 67 99 71 33 70
55 58 37 46 12 74 62 16 47 26 | 16 64 46 68 47 56 72 73 04 66 80 58 35 12 55 37 74 62 26 60 69 75 13 63 33
39 80 37 10 26 47 66 79 12 64 | 34 82 72 10 12 20 40 07 39 25 89 09 26 93 05 01 47 64 79 96 66 18 80 37 13
95 28 45 60 91 73 11 23 26 94 | 16 26 08 58 83 90 31 44 80 50 30 11 97 70 89 37 60 38 41 69 55 99 28 65 45
39 54 74 12 56 63 13 34 32 40 | 88 70 89 74 87 96 44 58 02 79 34 37 63 16 30 61 41 23 54 95 33 72 73 40 82
98 96 81 13 69 05 73 50 76 47 | 20 49 30 80 76 50 31 81 66 74 03 86 12 73 05 64 47 34 15 09 25 13 24 96 79
47 43 01 83 76 38 30 45 50 12 | 56 99 38 43 74 68 27 83 55 49 48 78 91 41 51 72 33 76 15 12 22 50 53 26 13
51 68 07 71 30 79 14 26 59 66 | 11 16 79 30 26 07 27 18 53 45 68 76 15 87 77 92 57 62 71 14 10 59 66 78 91
84 37 54 21 19 30 38 20 94 88 | 40 19 38 21 68 62 48 26 44 12 91 74 20 30 42 89 98 51 07 54 37 58 01 88 64
91 41 56 30 18 47 74 45 17 09 | 87 77 68 93 88 56 02 01 69 41 36 09 47 33 13 44 18 25 70 86 45 08 32 91 46
83 62 07 35 48 11 37 69 93 84 | 90 24 81 74 17 54 49 65 67 19 55 47 43 14 64 99 33 28 29 98 36 63 57 52 58
44 84 39 20 33 59 31 34 08 95 | 31 81 39 07 16 92 35 53 11 97 59 78 10 80 91 62 54 29 65 03 75 47 26 24 63
65 74 70 33 44 56 13 10 85 63 | 11 20 54 17 73 41 24 79 18 92 43 76 88 39 95 80 07 75 36 52 94 35 78 31 04
34 82 96 60 48 66 06 37 14 98 | 89 64 06 95 11 54 66 17 45 10 83 98 63 15 01 55 52 68 60 94 79 22 85 57 39
20 80 46 41 97 57 99 56 64 91 | 48 61 98 11 95 50 62 81 10 79 22 32 37 71 43 19 36 58 29 09 16 64 65 17 96
96 42 71 23 45 73 84 94 51 77 | 68 35 22 56 81 54 47 03 77 50 73 51 90 29 82 04 52 08 66 76 15 92 65 24 14
56 34 70 85 68 77 79 94 84 73 | 01 82 60 23 78 10 58 29 26 70 93 02 88 87 04 33 44 69 47 12 48 06 54 41 96
60 85 78 83 68 26 62 65 91 69 | 97 63 12 04 09 46 05 10 52 99 24 74 40 95 35 79 23 39 45 17 38 85 59 69 89
48 51 12 57 61 41 98 22 11 37 | 27 24 95 81 20 73 92 31 32 68 06 63 38 40 83 56 96 62 99 07 30 11 85 75 46
47 62 78 39 69 77 02 43 83 36 | 28 89 49 13 40 70 22 16 23 19 57 61 14 51 44 53 91 50 64 66 33 18 08 15 79
22 28 12 21 40 57 84 05 87 46 | 67 46 31 64 58 22 76 75 37 82 70 21 87 69 13 03 12 05 84 28 14 57 95 61 40
54 74 63 95 39 93 11 81 24 69 | 39 67 71 19 81 84 53 66 51 74 40 63 17 49 95 03 44 11 09 72 91 24 54 56 86
49 98 17 94 19 37 69 01 40 20 | 19 90 77 21 94 96 98 34 49 15 28 76 71 22 83 37 01 69 53 12 31 40 17 42 20
97 45 16 74 87 96 76 60 29 03 | 87 02 45 66 29 17 72 22 15 74 54 38 03 37 60 76 97 62 49 96 61 51 05 16 25
19 79 62 95 67 59 77 05 70 98 | 56 70 21 85 18 68 88 98 79 95 05 83 16 77 91 63 90 19 84 76 37 59 62 67 44
94 73 69 51 30 98 01 65 11 45 | 71 05 44 07 52 79 61 99 11 25 10 08 78 33 57 51 75 20 77 09 06 91 04 46 12
26 98 08 44 84 07 29 47 70 24 | 13 54 48 06 45 78 83 28 10 02 29 71 16 44 62 89 24 53 46 67 20 43 84 91 88
41 27 22 04 39 82 84 68 29 85 | 22 85 16 24 44 25 41 46 23 39 88 09 82 51 90 64 13 80 74 15 04 78 91 94 93
32 46 49 99 77 63 37 18 54 80 | 59 65 42 55 47 18 06 32 09 37 85 52 30 94 72 13 77 97 22 46 26 99 90 92 17
70 72 53 32 24 71 17 27 39 67 | 09 87 57 49 90 81 40 28 37 08 67 51 18 65 99 16 03 31 73 12 91 44 55 70 60
10 65 66 05 88 67 83 75 52 33 | 90 37 65 02 52 69 34 04 45 72 15 01 44 96 94 36 35 76 05 56 63 79 20 12 75
71 54 43 41 34 29 16 88 77 44 | 09 33 48 82 52 74 28 10 22 42 15 47 27 05 07 23 56 55 94 49 63 72 61 78 46
10 97 03 82 73 87 95 80 35 63 | 20 63 50 79 52 77 02 38 84 83 59 74 51 26 05 46 09 49 19 08 13 36 15 07 23
97 53 91 22 90 12 93 23 03 86 | 96 82 24 21 30 51 65 44 50 31 71 34 54 38 36 88 94 48 32 83 99 84 74 27 33
08 97 59 46 75 32 65 82 40 44 | 05 81 19 36 54 02 14 39 20 76 03 68 46 50 47 15 96 89 95 41 37 22 99 40 58
66 97 45 10 72 63 29 43 84 09 | 61 03 74 56 58 04 15 06 68 55 20 23 80 47 83 44 91 19 31 50 54 73 93 45 53
01 09 81 51 08 90 35 61 82 27 | 55 49 88 60 07 93 46 96 70 75 18 37 41 52 36 78 77 80 05 31 76 79 65 99 20
93 08 76 47 31 92 18 23 29 34 | 95 67 73 27 09 98 85 70 96 36 87 89 52 63 65 78 37 24 03 90 02 97 19 93 51
34 71 94 02 79 18 69 89 44 19 | 03 10 09 62 71 44 37 32 97 85 02 89 48 06 14 95 17 91 05 99 11 33 41 39 22
01 91 47 65 14 42 96 12 52 06 | 70 47 45 03 02 54 52 42 65 25 16 38 91 57 72 96 90 36 34 14 79 78 01 39 76
32 09 19 63 16 05 81 01 02 49 | 90 19 52 28 23 75 34 57 70 81 01 36 26 02 32 27 63 43 16 04 49 99 09 21 05
11 45 95 01 92 20 34 49 70 28 | 66 27 57 51 23 24 81 69 56 80 55 89 01 47 95 32 07 05 14 92 99 73 20 84 65
29 84 70 31 61 77 47 89 96 63 | 32 96 52 23 73 79 47 66 67 46 31 26 08 82 15 29 89 84 77 72 11 01 63 97 27
90 51 66 50 32 47 39 20 24 46 | 82 49 76 79 57 09 94 84 80 97 51 04 35 83 63 50 69 72 20 58 31 93 07 24 62
50 53 44 71 81 41 31 57 88 02 | 41 02 68 51 53 37 25 65 34 24 50 98 95 76 88 69 82 42 81 58 31 11 77 33 21
54 32 10 37 35 03 64 04 34 14 | 77 80 53 07 04 29 12 33 69 35 40 32 11 44 83 15 34 02 54 48 30 46 84 14 81
68 41 72 13 84 60 20 54 06 90 | 56 54 65 25 05 32 39 34 26 63 16 86 75 92 95 28 78 62 24 08 48 98 83 69 57
61 48 08 19 95 28 56 34 68 72 | 96 73 69 11 10 29 91 44 28 39 49 34 17 35 19 90 82 61 40 86 95 31 33 81 46
24 65 90 26 97 95 55 68 54 96 | 30 43 70 47 92 96 68 74 26 73 77 97 08 90 86 54 69 17 79 55 16 78 07 38 06
08 61 75 62 12 30 66 64 97 06 | 63 70 81 41 47 85 76 11 90 58 45 39 95 97 22 34 78 82 86 07 99 18 35 31 29
42 02 81 53 80 36 62 64 89 49 | 99 80 49 84 24 91 93 70 88 30 19 47 79 32 33 18 62 25 08 60 28 92 14 89 42
30 76 60 19 12 49 63 33 77 90 | 91 22 96 04 76 47 08 64 58 40 27 49 52 19 63 15 43 73 97 83 61 80 65 34 09
75 23 40 88 39 96 09 36 21 51 | 39 70 67 01 92 62 57 05 27 87 78 81 51 28 63 23 56 02 93 84 75 21 29 97 20
95 86 03 18 98 85 31 22 71 79 | 06 08 89 88 07 38 39 18 15 40 22 96 87 55 90 80 36 09 20 83 01 34 49 73 98
31 36 87 28 57 21 64 35 55 05 | 96 02 78 38 62 32 40 75 14 43 65 71 70 74 61 87 86 01 80 47 23 27 45 67 42
52 31 14 72 16 90 94 45 88 29 | 64 87 46 77 51 74 40 05 16 92 95 82 12 06 38 35 72 98 89 11 84 97 99 57 93
69 51 53 88 58 54 27 48 78 04 | 70 87 72 32 33 23 94 83 10 73 76 19 91 68 80 89 34 64 58 13 98 05 78 75 52
68 34 80 98 81 36 19 61 79 40 | 50 74 25 29 57 12 73 42 83 08 86 30 66 55 20 17 49 84 82 41 46 97 71 23 44
94 12 32 66 57 67 97 39 65 07 | 71 23 76 47 49 09 86 58 50 78 88 15 90 43 54 27 37 81 75 13 34 64 87 02 40
57 72 66 78 45 23 76 02 24 81 | 58 17 19 44 05 03 02 57 39 82 88 24 47 08 90 31 66 92 68 45 72 78 81 76 23
22 57 61 52 83 80 99 37 39 36 | 80 23 67 54 43 99 83 28 37 13 03 55 91 52 51 98 82 27 21 61 22 36 85 57 39
62 81 08 72 15 53 36 98 51 22 | 76 06 26 73 65 98 36 72 33 97 05 81 53 69 22 15 14 44 11 08 51 62 13 45 20
28 33 40 30 17 74 81 02 88 62 | 04 79 81 96 93 48 62 39 40 78 33 75 26 29 37 30 02 17 31 28 15 88 97 72 74
16 01 46 98 76 85 35 91 21 18 | 21 82 94 95 87 66 89 30 64 10 33 93 23 29 34 47 96 20 77 83 81 75 88 46 49
50 86 74 64 85 75 80 21 05 46 | 85 74 50 64 96 51 49 55 48 72 05 14 03 39 92 54 46 38 21 86 33 97 61 75 15
51 49 66 48 30 10 32 67 60 69 | 42 32 67 43 62 66 10 38 37 60 51 48 09 29 16 49 74 25 36 91 24 69 81 17 30
17 24 18 73 64 60 56 38 80 08 | 94 45 30 39 71 12 88 89 61 02 23 40 09 48 42 52 28 96 59 95 19 72 36 81 25
38 32 75 85 98 11 17 57 89 56 | 52 57 75 85 32 61 38 98 03 16 60 50 56 34 26 89 77 11 17 49 81 09 20 08 01
01 30 98 25 63 39 29 17 58 40 | 98 06 30 85 27 25 69 17 93 47 29 31 63 05 23 56 87 07 91 39 35 58 59 22 38
88 59 03 87 21 91 24 04 82 48 | 97 53 67 73 28 66 45 27 36 88 64 99 92 24 26 87 72 96 84 59 85 68 82 49 10
56 79 60 01 77 37 83 09 30 92 | 02 15 71 79 60 31 32 58 34 74 42 01 18 05 38 83 97 12 92 86 56 95 19 85 98
02 50 25 89 41 75 94 78 95 17 | 72 81 28 48 55 17 69 66 40 91 78 32 27 02 95 13 50 80 15 03 49 94 90 85 25
51 22 14 16 01 62 64 84 12 25 | 22 34 91 76 62 38 88 78 35 95 51 45 12 92 61 28 81 16 36 14 08 66 09 10 56
83 47 79 45 75 15 44 52 11 88 | 26 05 59 93 83 88 79 44 04 28 32 86 52 89 56 47 97 48 80 15 03 40 98 18 33
87 42 52 70 32 07 39 06 09 17 | 17 09 05 45 52 04 70 72 27 03 78 24 50 39 94 87 47 14 42 06 44 95 85 88 07
79 87 75 44 93 09 71 16 11 05 | 44 37 11 92 59 50 13 91 36 45 87 77 99 31 68 94 09 62 71 38 08 16 42 55 05
18 98 61 58 87 41 51 37 28 79 | 65 32 36 92 49 45 10 93 40 04 67 76 55 42 88 30 75 44 23 71 98 51 14 78 24
07 17 80 68 38 36 86 59 75 96 | 68 64 54 08 12 06 88 45 80 98 51 60 53 22 75 50 34 77 29 38 24 09 48 70 36
09 57 37 30 78 31 18 40 49 32 | 11 57 40 50 68 22 18 36 74 91 29 52 70 81 75 69 38 07 26 24 33 55 05 34 95
36 15 99 95 83 87 22 80 59 31 | 61 99 31 20 55 57 89 34 26 72 39 67 04 22 02 91 24 83 56 44 14 81 49 10 12
70 55 77 04 95 51 10 13 75 27 | 70 38 97 88 85 24 48 67 69 89 13 49 28 60 71 10 93 72 84 15 57 98 33 16 20
32 53 24 75 26 20 94 04 73 57 | 80 22 01 10 04 71 16 44 87 35 19 72 47 40 59 36 58 02 08 43 23 46 37 34 12
93 84 73 24 06 37 72 41 55 75 | 36 71 80 32 02 68 58 47 33 06 70 10 78 19 44 82 39 90 54 91 88 20 28 64 87
62 23 40 15 57 69 94 64 60 85 | 63 26 36 08 90 42 58 73 30 28 32 18 50 48 54 88 72 86 13 37 22 05 87 79 77
84 42 64 05 88 96 45 91 66 25 | 91 32 93 75 25 02 73 85 88 33 66 58 45 53 28 42 57 40 39 24 05 84 96 78 67
59 99 36 06 34 46 98 29 69 53 | 52 17 67 11 98 25 41 34 59 69 46 99 72 92 80 14 26 01 51 76 33 95 36 06 29
75 05 85 72 81 96 07 74 21 39 | 32 44 07 87 42 72 86 04 71 81 95 84 85 33 75 78 74 76 96 21 37 58 10 64 73
28 83 55 46 56 85 78 21 47 37 | 46 47 82 21 57 29 54 59 78 39 30 33 89 48 83 55 28 85 94 24 72 96 37 56 09
72 91 29 35 02 42 71 24 82 55 | 49 29 84 40 69 85 24 48 03 42 61 09 63 37 41 79 11 20 72 14 80 71 16 38 82
61 88 76 45 71 29 84 78 81 83 | 85 63 56 02 49 92 47 30 71 43 38 76 60 88 81 84 98 94 08 06 51 58 42 70 61
28 18 61 86 27 79 32 48 58 96 | 13 20 95 38 63 46 51 78 90 03 80 15 72 76 88 77 69 24 06 35 28 62 05 36 65
